number,value,datetime_start,datetime_complete,duration,params_crossover_rate,params_elitism_ratio,params_genome_dim,params_mutation_rate,params_population_size,state
0,0.22666678097886644,2025-11-05 11:27:41.834501,2025-11-05 11:27:41.837349,0 days 00:00:00.002848,0.6887410576506157,0.226340004168204,2,0.11710411006371776,10,COMPLETE
