symbol,model,sharpe,volatility,win_rate
AAPL,naive_momentum,1.3087665181798667,0.16160515518110735,0.3413173652694611
AAPL,arima,1.227350429390537,0.0904774440119545,0.09580838323353294
AAPL,random_forest,1.1531751799984418,0.1456027621013505,0.29740518962075846
MSFT,naive_momentum,0.9305954967844124,0.1761878550398903,0.3393213572854291
MSFT,arima,0.15158066687067592,0.08673080741638325,0.10978043912175649
MSFT,random_forest,0.5112190764182969,0.14487443931713848,0.2714570858283433
AMZN,naive_momentum,1.5010242365460198,0.23231997598751677,0.3852295409181637
AMZN,arima,0.9094573801171055,0.05155836300004953,0.013972055888223553
AMZN,random_forest,0.6846079467306406,0.19926619310916902,0.24550898203592814
