symbol,model,sharpe,volatility,win_rate
AAPL,naive_momentum,1.305656048056886,0.16390489291396712,0.34930139720558884
AAPL,arima,1.4670013111886067,0.1641483672957067,0.35528942115768464
AAPL,random_forest,1.4670013111886067,0.1641483672957067,0.35528942115768464
MSFT,naive_momentum,0.9305938220858118,0.17618783565031254,0.3393213572854291
MSFT,arima,0.15157869716938913,0.08673076651818391,0.10978043912175649
MSFT,random_forest,0.5112209631640098,0.1448745124279875,0.2714570858283433
AMZN,naive_momentum,0.8009261831451003,0.24288494332536964,0.35528942115768464
AMZN,arima,0.6009129879381159,0.2350169003767711,0.34530938123752497
AMZN,random_forest,0.6009129879381159,0.2350169003767711,0.34530938123752497
