run_id,status,start_time,symbol,model,simple_sharpe,simple_return,wf_avg_sharpe,mc_mean_return,mc_prob_positive,wf_consistency,version,mlflow.user,batch_run,mlflow.source.name,mlflow.source.type,type,mlflow.runName,lookback,test
779e8f439c3b484cb1089a3a78602982,completed,1760171071177,AAPL,random_forest,2.3734622331799864,0.846296122559832,1.8199957204912138,-0.005603792895304828,0.447,0.9,v1.0,mehmetcelik,true,core/mlflow_integration.py,LOCAL,comprehensive,AAPL_random_forest_comprehensive,,
881a55bfc1f54bb8a7787d87573eac01,completed,1760171067831,AAPL,arima,1.3775506686710648,0.26059654162669976,0.6904881688280592,-0.2623419263692579,0.014,0.7,v1.0,mehmetcelik,true,core/mlflow_integration.py,LOCAL,comprehensive,AAPL_arima_comprehensive,,
701743f13d0f4bf5a8a7a5af1d94bc50,completed,1760171064771,AAPL,naive_momentum,2.4253366793246545,1.0569310861714922,2.0446737456489785,0.2652837025807454,0.827,0.8,v1.0,mehmetcelik,true,core/mlflow_integration.py,LOCAL,comprehensive,AAPL_naive_momentum_comprehensive,,
3c6b6ac4414a421286e970578dd36582,completed,1760171061649,AAPL,naive_momentum,2.4253366793246545,1.0569310861714922,2.0446737456489785,0.2652837025807454,0.827,0.8,v1.0,mehmetcelik,,core/mlflow_integration.py,LOCAL,comprehensive,AAPL_naive_momentum_comprehensive,20,demo
