stock,before_mse,after_mse
stock_0,0.027009546014332756,0.02689458212994427
stock_1,0.03498329845208052,0.023771261772896537
stock_2,0.041417280474178766,0.01886019891014508
stock_3,0.032030089009099275,0.026968082643493787
